transaksi_flashsale_pre,total_transaksi_pre,avg_spending_pre,kota_pengguna,platform_device,is_premium_member,prompt_variant_mudah,opted_out_notif,transaksi_flashsale_post
4,10,92326.0,Makassar,Android,0,0,1,4
1,6,123581.0,Makassar,Android,1,1,0,1
2,5,17893.0,Yogyakarta,iOS,0,0,1,3
5,7,116932.0,Makassar,Android,0,1,1,6
1,12,96768.0,Jakarta,Android,0,1,1,2
1,7,135507.0,Makassar,Android,0,1,1,2
0,10,103102.0,Surabaya,iOS,1,1,1,0
0,7,199380.0,Surabaya,iOS,1,1,1,1
2,10,207583.0,Makassar,Android,0,0,0,3
3,7,200273.0,Medan,iOS,0,0,0,5
2,5,76807.0,Medan,Android,0,0,1,3
3,7,89265.0,Surabaya,iOS,0,0,0,3
2,8,80198.0,Medan,iOS,1,0,1,2
1,11,61184.0,Yogyakarta,Android,0,0,0,2
1,8,196479.0,Medan,iOS,0,0,0,2
1,10,216888.0,Bandung,Android,0,1,1,0
2,3,187007.0,Bandung,iOS,0,1,0,2
2,8,105501.0,Medan,Android,0,1,0,4
4,12,121833.0,Yogyakarta,Android,0,0,1,5
1,9,160250.0,Surabaya,Android,0,1,1,1
5,10,127860.0,Bandung,Android,1,0,0,6
4,6,182215.0,Yogyakarta,Android,0,0,0,5
1,10,133122.0,Makassar,Web,0,1,1,1
3,12,174576.0,Bandung,Android,0,1,0,3
4,11,59065.0,Medan,Android,0,1,0,5
1,10,210911.0,Surabaya,iOS,0,0,0,3
2,10,76373.0,Jakarta,Web,1,1,0,2
4,6,133378.0,Surabaya,Android,0,1,1,3
1,8,179916.0,Bandung,iOS,1,1,1,2
2,1,142837.0,Surabaya,Android,0,0,1,4
2,9,152703.0,Yogyakarta,iOS,0,1,1,1
1,11,80731.0,Bandung,iOS,1,0,1,1
2,10,117740.0,Jakarta,iOS,0,1,1,1
5,7,165356.0,Yogyakarta,Android,0,1,1,5
3,9,206905.0,Medan,iOS,1,0,1,3
3,5,250498.0,Surabaya,Android,1,1,1,4
2,9,152685.0,Makassar,Android,0,0,1,1
1,11,114995.0,Surabaya,Android,0,0,1,1
2,12,163653.0,Yogyakarta,Web,0,0,0,4
2,10,124118.0,Surabaya,Android,1,1,0,4
3,7,141089.0,Medan,Android,1,1,0,4
1,6,113644.0,Medan,Android,0,1,0,3
5,6,177520.0,Yogyakarta,Web,0,0,1,7
2,4,152799.0,Surabaya,Android,0,0,1,2
1,9,193538.0,Jakarta,Android,0,0,1,0
0,13,188072.0,Surabaya,Android,0,1,0,2
1,8,120469.0,Medan,Android,1,1,0,3
2,7,126930.0,Yogyakarta,Android,0,0,0,3
0,9,147813.0,Yogyakarta,Web,0,0,0,0
3,10,147550.0,Makassar,iOS,1,1,1,3
3,7,159944.0,Medan,Android,0,1,1,3
2,11,91364.0,Medan,Android,0,1,1,1
2,14,143201.0,Medan,iOS,0,1,1,3
3,7,108846.0,Jakarta,Android,0,0,0,6
0,9,158796.0,Surabaya,Web,1,1,0,1
2,13,208892.0,Yogyakarta,Android,0,0,0,2
7,10,161609.0,Yogyakarta,Web,0,1,1,7
5,11,109444.0,Surabaya,iOS,0,1,1,5
1,9,207016.0,Medan,Android,1,1,1,3
2,6,202610.0,Surabaya,Android,0,1,1,3
2,9,184803.0,Jakarta,iOS,1,1,0,2
3,7,231270.0,Yogyakarta,Android,0,1,1,2
0,6,161085.0,Bandung,Android,0,1,0,1
4,12,117922.0,Makassar,Android,1,1,0,6
1,4,194073.0,Makassar,Android,0,1,1,2
1,8,133534.0,Yogyakarta,Android,0,1,1,0
2,8,111206.0,Yogyakarta,iOS,0,0,0,3
0,8,225784.0,Surabaya,Android,0,1,1,0
2,9,132275.0,Bandung,Android,1,1,1,2
3,9,130224.0,Jakarta,iOS,1,1,1,2
3,4,56473.0,Bandung,Android,0,0,1,1
4,9,106539.0,Makassar,iOS,0,1,1,5
1,9,159807.0,Surabaya,Android,1,0,1,1
3,7,152174.0,Jakarta,Web,0,1,1,2
2,11,217588.0,Surabaya,Android,0,1,0,4
6,9,192553.0,Jakarta,iOS,0,1,0,6
1,6,201484.0,Jakarta,Web,0,1,1,1
2,14,190745.0,Makassar,Android,0,1,1,3
4,10,138850.0,Medan,Android,0,0,0,6
1,8,135347.0,Surabaya,Android,0,0,0,1
1,9,90533.0,Makassar,Android,0,0,0,2
1,15,165946.0,Jakarta,iOS,1,1,1,1
0,6,111679.0,Medan,Android,0,1,0,2
0,6,137253.0,Bandung,Android,0,0,0,1
2,5,118020.0,Surabaya,iOS,0,0,0,4
2,5,107787.0,Jakarta,Android,0,0,0,3
1,11,64820.0,Makassar,iOS,0,0,0,2
1,8,140960.0,Bandung,iOS,0,1,1,2
4,14,82415.0,Medan,Android,0,0,0,5
0,3,138687.0,Makassar,Android,0,1,1,1
0,6,161234.0,Makassar,Android,0,0,1,0
1,8,132888.0,Jakarta,Web,0,1,0,2
0,8,131040.0,Bandung,Android,0,1,0,1
1,10,54558.0,Yogyakarta,Android,0,0,0,3
0,13,141016.0,Surabaya,Android,0,1,1,1
3,11,134590.0,Yogyakarta,Android,0,0,1,1
2,11,137128.0,Surabaya,iOS,0,1,1,2
5,4,171945.0,Yogyakarta,iOS,0,1,0,7
1,8,235207.0,Makassar,Web,1,1,1,1
0,11,265389.0,Makassar,Android,0,0,1,0
2,8,90904.0,Makassar,Android,0,1,1,1
2,8,91059.0,Bandung,Android,1,1,1,3
1,8,167673.0,Jakarta,Android,0,0,0,2
3,10,156419.0,Yogyakarta,iOS,0,1,1,1
2,7,96634.0,Makassar,Android,0,0,0,2
3,9,86966.0,Bandung,Android,0,1,0,4
1,5,146590.0,Surabaya,iOS,0,0,0,1
4,5,99295.0,Medan,Web,0,0,1,4
1,13,154525.0,Bandung,Android,1,0,0,2
3,7,157550.0,Jakarta,Web,0,1,1,2
5,7,270557.0,Bandung,iOS,1,0,0,7
0,7,201206.0,Medan,iOS,0,0,1,1
1,14,208251.0,Surabaya,iOS,0,1,1,2
0,6,135462.0,Bandung,iOS,0,1,1,0
2,11,88690.0,Medan,Android,0,1,1,4
2,7,193308.0,Medan,Android,0,1,0,3
1,12,201905.0,Bandung,Android,0,0,0,3
4,13,125938.0,Surabaya,Android,1,1,0,4
3,8,163023.0,Surabaya,Android,0,0,1,1
1,11,174332.0,Makassar,Web,0,0,1,0
0,9,161869.0,Jakarta,iOS,0,1,0,2
3,2,97543.0,Bandung,iOS,1,1,1,3
2,11,152835.0,Makassar,iOS,0,0,0,3
1,10,186673.0,Yogyakarta,Web,0,0,1,1
4,5,171381.0,Surabaya,Android,0,0,1,5
1,6,162998.0,Yogyakarta,Web,0,0,0,3
2,5,102033.0,Yogyakarta,Android,0,1,1,2
6,7,221859.0,Bandung,Android,1,0,0,7
3,4,124193.0,Bandung,Android,1,1,1,3
1,14,167365.0,Surabaya,iOS,0,1,1,0
4,6,133956.0,Surabaya,Android,0,0,0,5
2,7,178806.0,Jakarta,iOS,0,0,0,3
1,7,412.0,Surabaya,Android,0,1,1,0
3,10,55127.0,Jakarta,Android,0,1,1,3
5,11,118668.0,Jakarta,Android,1,1,0,7
2,9,122376.0,Jakarta,Android,0,1,0,3
3,10,235803.0,Yogyakarta,Android,0,0,0,5
3,8,149999.0,Bandung,Android,1,1,0,5
2,12,102934.0,Medan,Android,1,1,1,1
1,8,150553.0,Bandung,Android,0,0,0,5
0,9,215448.0,Makassar,Android,1,0,0,1
0,10,173288.0,Bandung,iOS,0,1,1,0
6,8,44375.0,Makassar,Android,0,1,1,8
4,7,189467.0,Medan,iOS,0,1,1,4
3,4,179734.0,Jakarta,Web,1,0,1,2
0,6,194596.0,Medan,Android,0,0,1,1
1,8,206846.0,Surabaya,iOS,1,1,1,1
2,6,186653.0,Bandung,iOS,0,0,0,3
2,7,101803.0,Yogyakarta,iOS,0,1,0,3
2,6,164297.0,Bandung,iOS,1,0,0,2
2,4,94788.0,Medan,Android,0,1,0,5
0,7,88706.0,Jakarta,iOS,0,0,1,1
1,9,165544.0,Makassar,Android,0,0,1,2
3,6,175663.0,Medan,Android,0,1,1,2
1,13,163981.0,Jakarta,Android,0,0,0,3
4,10,147111.0,Yogyakarta,Web,0,0,0,4
2,6,60090.0,Bandung,Android,0,0,1,2
1,6,166182.0,Makassar,Android,0,0,1,0
5,9,169002.0,Medan,Android,1,0,1,5
3,5,156241.0,Bandung,Android,1,0,1,3
1,9,190978.0,Yogyakarta,Android,0,1,1,1
1,2,143081.0,Surabaya,Android,1,0,1,0
0,10,201352.0,Jakarta,Android,0,1,1,0
4,6,102257.0,Makassar,Android,0,1,1,5
4,4,140652.0,Yogyakarta,Android,1,0,1,4
1,12,84644.0,Makassar,Android,0,0,0,2
2,6,154026.0,Yogyakarta,iOS,0,0,0,4
3,9,160920.0,Medan,iOS,0,1,0,4
1,6,147538.0,Surabaya,iOS,0,0,0,3
4,7,178603.0,Jakarta,iOS,0,1,0,6
1,7,105293.0,Yogyakarta,Android,0,1,0,2
2,8,90012.0,Jakarta,Android,0,1,1,2
2,8,129058.0,Jakarta,Android,0,1,1,3
2,9,135945.0,Yogyakarta,Android,0,1,1,3
0,11,148275.0,Bandung,Android,0,0,0,2
2,7,120804.0,Jakarta,Android,0,1,1,2
3,9,269554.0,Jakarta,Android,0,0,0,3
1,6,151064.0,Jakarta,iOS,0,0,0,2
6,7,140246.0,Bandung,iOS,1,1,0,7
2,4,121793.0,Makassar,iOS,1,0,0,3
3,9,118104.0,Bandung,Android,1,0,0,6
4,10,181279.0,Makassar,Android,0,0,1,4
1,10,97598.0,Medan,Android,0,1,1,1
3,7,119570.0,Jakarta,Android,0,1,1,5
2,6,193005.0,Bandung,iOS,0,0,0,3
3,7,123723.0,Medan,iOS,0,0,0,4
4,13,148112.0,Yogyakarta,Android,0,0,1,4
2,9,16110.0,Makassar,Android,1,1,1,2
1,7,147097.0,Medan,Android,0,1,1,1
1,2,147048.0,Surabaya,Android,0,0,1,2
3,7,205722.0,Bandung,Web,0,1,0,5
2,7,214168.0,Bandung,Android,0,0,1,3
4,8,153444.0,Medan,Android,0,1,1,5
2,9,215255.0,Medan,iOS,0,0,0,4
2,5,80466.0,Surabaya,iOS,0,0,0,2
3,7,143632.0,Yogyakarta,Android,0,0,1,5
1,4,127339.0,Bandung,Android,0,1,0,2
3,4,175292.0,Bandung,Android,0,0,1,2
2,8,121575.0,Makassar,Android,0,0,1,2
4,8,108248.0,Medan,Android,0,1,0,6
3,3,148399.0,Surabaya,Android,1,0,0,4
0,9,245297.0,Bandung,Android,0,0,0,0
0,12,174518.0,Bandung,Android,1,0,1,0
1,6,88483.0,Makassar,iOS,0,0,0,3
1,5,78334.0,Surabaya,Android,0,0,1,2
1,5,89713.0,Makassar,Android,1,1,1,0
5,10,65539.0,Jakarta,Web,1,0,0,7
2,10,124636.0,Bandung,Android,0,1,0,3
2,9,172772.0,Yogyakarta,Android,1,1,0,4
2,9,156561.0,Jakarta,iOS,0,1,1,1
5,0,238739.0,Makassar,iOS,1,0,1,5
4,9,59901.0,Surabaya,Android,1,1,1,4
1,6,74142.0,Bandung,Android,0,0,1,1
1,5,96477.0,Yogyakarta,Android,0,1,1,0
4,8,88316.0,Bandung,iOS,0,0,0,6
1,8,210701.0,Surabaya,Android,0,1,0,2
2,8,226520.0,Yogyakarta,iOS,0,1,0,4
2,6,276433.0,Medan,iOS,1,0,1,3
3,3,115786.0,Makassar,Web,0,0,0,5
2,5,199823.0,Bandung,iOS,1,1,1,2
2,4,48695.0,Makassar,iOS,0,0,0,3
2,8,164608.0,Yogyakarta,Android,0,0,0,3
0,4,113277.0,Medan,iOS,0,0,0,2
3,10,123195.0,Surabaya,Android,0,1,0,5
0,9,183940.0,Yogyakarta,Android,0,1,0,2
7,11,181660.0,Bandung,Android,0,1,1,5
3,8,166184.0,Medan,iOS,0,1,0,5
4,7,132313.0,Makassar,Android,1,1,1,5
1,9,140385.0,Yogyakarta,Android,0,0,0,3
3,6,86411.0,Surabaya,Android,1,0,0,4
0,8,169303.0,Surabaya,Web,0,1,1,0
5,5,21637.0,Jakarta,iOS,0,0,0,6
2,9,171614.0,Makassar,Android,0,0,0,3
3,9,225087.0,Makassar,Android,1,1,0,3
0,6,68450.0,Yogyakarta,Android,0,1,1,1
3,12,147188.0,Medan,Android,0,0,0,4
3,11,210808.0,Medan,Android,0,0,1,3
1,6,186275.0,Surabaya,Android,0,1,1,1
2,5,151731.0,Yogyakarta,Android,0,1,1,3
0,7,159918.0,Bandung,iOS,0,1,0,0
2,5,210307.0,Bandung,Android,0,1,1,2
1,7,132528.0,Medan,iOS,0,0,0,4
1,7,155281.0,Makassar,Web,0,0,0,2
3,7,190294.0,Makassar,iOS,0,1,1,4
2,17,133201.0,Jakarta,iOS,0,1,1,1
2,8,134012.0,Jakarta,Android,0,1,0,2
1,15,200059.0,Yogyakarta,iOS,1,0,0,3
2,4,174042.0,Bandung,Android,1,1,0,2
2,8,249655.0,Bandung,iOS,1,1,1,3
1,5,96186.0,Jakarta,iOS,0,1,1,0
6,6,148048.0,Bandung,iOS,0,1,1,6
0,8,163380.0,Jakarta,Android,0,1,1,0
2,5,183232.0,Makassar,Android,0,0,0,4
2,13,128427.0,Makassar,Android,1,0,0,3
0,4,176094.0,Yogyakarta,Android,0,0,0,1
3,6,81288.0,Yogyakarta,Web,1,1,1,4
1,8,101531.0,Surabaya,iOS,0,1,1,2
0,12,144557.0,Yogyakarta,Android,0,1,1,1
0,15,142288.0,Makassar,Android,1,1,1,0
0,10,159952.0,Surabaya,Android,0,1,1,1
1,9,200266.0,Makassar,Web,0,0,0,3
2,7,152488.0,Yogyakarta,Android,0,0,0,3
2,11,130307.0,Medan,iOS,1,0,1,3
2,5,202481.0,Makassar,iOS,0,1,0,1
2,11,154644.0,Makassar,Android,1,0,0,4
2,11,63691.0,Yogyakarta,Android,0,1,0,4
0,7,148678.0,Surabaya,iOS,0,0,0,1
3,5,138911.0,Yogyakarta,Android,0,1,1,4
1,8,108211.0,Jakarta,iOS,0,1,0,2
0,5,92767.0,Makassar,iOS,0,1,1,0
1,4,123239.0,Medan,Android,0,0,0,4
5,14,113244.0,Jakarta,iOS,0,1,0,6
4,4,235904.0,Makassar,Android,1,0,0,5
1,11,179568.0,Jakarta,Android,0,0,1,0
4,5,139413.0,Medan,Android,0,0,1,5
0,8,193132.0,Makassar,Android,0,1,0,1
0,6,138957.0,Medan,Web,0,0,1,0
3,6,196388.0,Makassar,iOS,0,0,0,4
4,9,96044.0,Medan,Web,0,1,1,4
0,4,176366.0,Yogyakarta,Android,0,0,0,1
2,6,54950.0,Jakarta,Android,0,1,1,2
3,8,103466.0,Bandung,Web,0,1,1,3
4,10,158865.0,Yogyakarta,iOS,0,1,1,4
1,7,275083.0,Makassar,Web,0,0,1,0
2,9,73042.0,Bandung,Android,0,1,0,3
2,9,177748.0,Makassar,iOS,0,0,1,2
0,8,201787.0,Surabaya,Android,1,1,1,0
1,11,87051.0,Jakarta,Android,0,1,0,2
1,5,120751.0,Medan,Web,0,0,0,3
0,7,188623.0,Makassar,iOS,0,1,1,0
2,10,164320.0,Yogyakarta,Android,0,0,0,3
2,9,217257.0,Bandung,Android,0,0,0,3
0,8,77748.0,Yogyakarta,Android,0,0,0,3
2,7,279468.0,Makassar,Android,1,0,1,2
2,7,191831.0,Makassar,iOS,0,1,1,3
1,10,167400.0,Jakarta,Android,0,0,1,1
3,8,156251.0,Medan,Android,0,0,0,4
2,8,195213.0,Bandung,iOS,0,1,1,1
0,10,258007.0,Yogyakarta,iOS,0,1,1,0
1,8,83901.0,Surabaya,iOS,0,1,1,2
2,7,139373.0,Yogyakarta,Android,1,1,0,4
2,5,123214.0,Yogyakarta,Web,0,0,0,4
3,10,143931.0,Bandung,Android,0,0,1,3
1,10,161934.0,Bandung,Android,0,1,1,1
2,10,168100.0,Medan,Android,1,1,1,4
3,8,161329.0,Makassar,Android,0,1,1,3
2,5,111296.0,Jakarta,Android,0,0,0,4
4,9,179820.0,Yogyakarta,Android,1,1,0,5
0,6,143650.0,Bandung,Android,0,1,1,1
3,10,134781.0,Surabaya,Web,0,0,0,4
3,11,209905.0,Jakarta,iOS,1,0,1,4
8,8,170710.0,Bandung,iOS,0,1,0,8
2,13,140061.0,Yogyakarta,Web,0,0,0,4
1,7,85112.0,Medan,iOS,0,1,1,2
4,10,149549.0,Yogyakarta,iOS,0,0,0,5
4,9,173851.0,Bandung,iOS,0,1,1,5
0,6,152589.0,Medan,Android,1,1,1,0
2,7,227574.0,Medan,Android,0,0,0,3
1,4,178540.0,Jakarta,Android,0,0,1,1
0,7,141220.0,Jakarta,Web,1,0,0,2
7,12,196974.0,Yogyakarta,iOS,0,1,1,7
0,14,181451.0,Bandung,Web,1,0,0,2
0,6,125672.0,Medan,Android,0,1,1,0
2,11,118953.0,Makassar,iOS,0,0,1,2
4,8,152649.0,Makassar,Android,0,1,0,5
4,7,121846.0,Makassar,iOS,0,0,0,6
4,8,154464.0,Jakarta,Android,1,0,0,4
3,10,124434.0,Yogyakarta,Android,1,1,0,5
1,9,190257.0,Medan,Android,0,0,0,2
6,14,126765.0,Medan,iOS,0,1,1,8
0,10,121649.0,Medan,Android,1,0,1,1
2,9,78664.0,Bandung,iOS,0,1,1,2
1,4,171199.0,Makassar,iOS,0,1,0,1
1,9,145672.0,Makassar,iOS,0,1,0,2
1,8,138377.0,Yogyakarta,Android,1,0,0,2
1,11,66389.0,Bandung,iOS,0,1,1,2
1,5,187955.0,Yogyakarta,Android,1,0,0,3
0,11,63481.0,Bandung,iOS,0,1,1,0
0,8,259791.0,Makassar,Android,1,1,1,2
2,6,158979.0,Bandung,Android,1,1,0,3
1,9,91734.0,Surabaya,Android,0,1,1,2
4,12,209658.0,Makassar,Android,1,0,1,3
2,8,186305.0,Surabaya,Android,0,1,1,2
1,10,128672.0,Surabaya,Android,0,0,0,1
1,10,142001.0,Yogyakarta,iOS,0,1,1,1
3,8,141625.0,Surabaya,iOS,0,1,1,3
3,7,126953.0,Jakarta,Android,0,0,1,3
1,7,132293.0,Bandung,iOS,1,0,0,2
2,8,96324.0,Bandung,iOS,0,0,0,4
2,11,175507.0,Yogyakarta,Android,0,0,0,3
2,14,175928.0,Makassar,Web,0,1,0,3
4,8,154415.0,Makassar,iOS,1,1,1,4
2,10,60678.0,Makassar,Android,0,0,0,3
3,7,136621.0,Yogyakarta,Android,1,0,0,3
1,7,139883.0,Surabaya,iOS,0,1,1,1
5,6,129208.0,Medan,iOS,0,1,1,4
0,6,149604.0,Surabaya,Web,0,1,1,0
2,7,178958.0,Bandung,Android,1,0,0,5
1,10,156214.0,Surabaya,Android,0,0,0,3
4,6,150321.0,Medan,Web,0,1,0,6
5,10,295936.0,Makassar,Android,1,0,0,6
5,7,93795.0,Jakarta,Android,0,0,1,6
3,7,80319.0,Yogyakarta,Android,0,1,1,4
2,6,137836.0,Surabaya,Android,0,1,1,2
2,11,109224.0,Medan,iOS,1,1,0,3
3,8,197555.0,Yogyakarta,Android,0,1,1,3
1,5,214765.0,Surabaya,iOS,1,0,0,3
3,5,95615.0,Bandung,Android,0,1,1,2
2,2,140279.0,Jakarta,Android,0,0,0,2
2,9,117482.0,Makassar,Android,1,0,1,2
3,11,124029.0,Yogyakarta,Android,0,0,0,5
3,6,194711.0,Jakarta,Android,0,1,1,3
2,10,142415.0,Makassar,Android,0,0,0,3
4,6,135345.0,Medan,Android,0,0,0,6
1,7,163216.0,Bandung,Android,1,0,0,3
1,8,115468.0,Yogyakarta,iOS,0,1,1,3
0,10,119477.0,Yogyakarta,iOS,1,0,0,0
2,9,120317.0,Medan,Android,0,0,0,2
2,9,106562.0,Yogyakarta,iOS,0,0,0,3
1,6,179975.0,Makassar,Android,0,1,1,1
4,13,72878.0,Yogyakarta,Web,0,0,0,5
3,8,141016.0,Makassar,Android,0,1,1,3
6,9,173231.0,Makassar,Android,0,1,0,7
2,9,159501.0,Makassar,Android,0,0,0,3
1,4,179293.0,Jakarta,iOS,1,0,0,3
1,5,56267.0,Medan,Android,0,1,1,3
2,5,223034.0,Bandung,Android,0,1,0,2
0,8,128070.0,Yogyakarta,Android,0,1,0,0
4,6,120276.0,Bandung,Android,0,0,0,5
4,8,88124.0,Yogyakarta,Android,0,1,1,3
2,5,140199.0,Medan,Android,0,1,1,1
4,11,119035.0,Bandung,iOS,0,0,1,5
3,8,180595.0,Medan,Android,0,1,1,4
4,9,43906.0,Medan,Android,0,1,1,4
3,10,138798.0,Yogyakarta,Android,0,0,0,5
0,7,93766.0,Bandung,Android,0,0,0,1
1,5,83751.0,Jakarta,Android,0,1,1,0
1,8,160601.0,Bandung,iOS,1,0,1,0
4,6,227969.0,Yogyakarta,Android,1,0,1,4
2,7,131482.0,Jakarta,Android,0,1,1,2
4,11,127650.0,Medan,Android,1,0,0,5
1,6,109494.0,Bandung,iOS,0,1,1,2
0,13,203631.0,Medan,iOS,0,0,1,2
2,9,272763.0,Medan,Android,0,0,0,2
4,13,145409.0,Yogyakarta,iOS,0,0,0,5
0,9,186273.0,Surabaya,Android,0,1,0,2
1,8,138176.0,Jakarta,Android,1,1,1,1
5,3,96522.0,Surabaya,iOS,0,0,0,6
3,3,140625.0,Surabaya,iOS,0,0,0,5
0,14,86713.0,Medan,Android,0,0,1,0
2,8,248622.0,Medan,iOS,0,1,1,2
1,6,192421.0,Makassar,Android,1,0,0,2
1,10,128462.0,Surabaya,Web,0,0,1,1
2,13,261287.0,Makassar,iOS,0,0,0,4
4,10,204541.0,Jakarta,iOS,0,0,1,5
0,9,176601.0,Surabaya,Android,1,1,1,0
1,9,72819.0,Bandung,Android,0,1,0,1
3,6,54315.0,Medan,iOS,0,0,1,2
1,9,102223.0,Yogyakarta,Android,0,1,1,2
2,6,61041.0,Surabaya,Android,0,1,1,2
0,10,121167.0,Bandung,Android,0,0,1,0
4,5,174463.0,Makassar,iOS,0,0,1,2
2,11,119730.0,Jakarta,iOS,0,0,1,2
0,4,182340.0,Makassar,Android,0,0,1,0
1,8,134288.0,Bandung,Android,0,1,1,1
1,8,127132.0,Jakarta,Android,0,0,0,1
2,15,125799.0,Jakarta,Android,1,1,0,4
2,8,133335.0,Bandung,Android,0,1,0,3
2,3,146998.0,Yogyakarta,Android,0,0,0,3
3,10,175124.0,Surabaya,iOS,0,1,1,3
2,7,137832.0,Medan,Android,0,0,1,2
3,7,171650.0,Makassar,Android,0,1,0,4
1,9,213484.0,Bandung,Web,1,0,1,0
0,6,284765.0,Bandung,Android,0,1,0,2
3,10,162231.0,Yogyakarta,Android,1,1,0,5
1,4,-463.0,Bandung,Android,0,0,0,3
2,17,156706.0,Bandung,Web,1,1,1,2
2,7,137969.0,Jakarta,Android,0,0,0,3
0,7,143982.0,Makassar,iOS,0,1,1,0
2,6,146716.0,Jakarta,iOS,0,1,1,3
1,5,54049.0,Yogyakarta,Android,1,0,0,3
1,9,160359.0,Medan,Android,0,1,1,1
2,8,57464.0,Makassar,Android,0,0,0,3
1,11,172959.0,Jakarta,Web,0,1,0,3
0,7,157323.0,Medan,Android,0,1,1,0
2,9,176300.0,Medan,iOS,0,1,1,2
1,9,130057.0,Jakarta,iOS,0,1,1,1
2,14,113043.0,Surabaya,Android,0,0,0,3
0,7,238638.0,Yogyakarta,Android,1,1,0,1
0,10,113287.0,Jakarta,Android,0,0,1,0
2,10,151435.0,Jakarta,Android,0,0,0,5
0,11,133911.0,Surabaya,Android,1,0,0,1
4,7,166605.0,Jakarta,Android,0,1,1,5
0,3,172360.0,Bandung,iOS,0,1,0,2
3,10,89366.0,Makassar,Android,0,1,0,5
1,10,119754.0,Surabaya,Android,1,1,1,2
2,8,129772.0,Jakarta,Android,0,1,1,3
2,7,190123.0,Bandung,Android,0,1,0,4
2,14,105154.0,Medan,Android,0,0,1,1
3,3,87930.0,Yogyakarta,Web,0,0,0,4
5,16,154463.0,Makassar,Web,1,0,0,7
5,7,120642.0,Jakarta,Android,0,0,0,7
2,9,173171.0,Bandung,Web,0,1,0,2
3,8,155208.0,Surabaya,Android,0,1,1,3
2,7,145320.0,Surabaya,Android,0,1,0,4
2,5,134442.0,Bandung,Android,0,0,0,3
2,7,90895.0,Bandung,Android,0,0,0,3
5,8,163794.0,Medan,Android,0,0,0,6
1,11,150141.0,Jakarta,Android,0,1,1,3
4,11,145530.0,Bandung,Android,0,1,1,4
2,5,154663.0,Surabaya,Android,0,1,1,2
2,5,167438.0,Yogyakarta,Android,0,1,0,4
0,10,183241.0,Jakarta,Android,0,0,0,2
2,11,145543.0,Makassar,Android,0,1,1,2
0,10,73862.0,Bandung,Android,1,1,0,2
1,5,144735.0,Bandung,Android,0,1,1,1
3,6,166333.0,Yogyakarta,iOS,0,0,0,5
1,9,68643.0,Jakarta,Android,1,1,0,4
0,6,203009.0,Medan,Android,1,0,1,0
3,4,249266.0,Surabaya,iOS,1,1,0,4
0,10,40763.0,Makassar,iOS,0,0,0,1
2,8,67704.0,Surabaya,Android,0,1,1,1
0,8,249166.0,Bandung,Android,0,0,0,2
4,16,70814.0,Bandung,Android,0,0,0,5
4,7,163634.0,Makassar,Android,0,1,0,5
2,4,169550.0,Bandung,Android,0,0,0,4
0,7,157677.0,Surabaya,Android,0,1,1,0
2,6,196105.0,Jakarta,iOS,0,0,0,3
0,7,288195.0,Bandung,iOS,0,1,0,0
0,12,184437.0,Jakarta,Android,0,0,0,2
1,6,146288.0,Makassar,Android,1,1,1,1
2,12,226156.0,Makassar,Android,1,1,0,2
2,2,157528.0,Yogyakarta,Android,0,0,0,4
4,5,121227.0,Jakarta,Android,0,0,0,6
3,8,151094.0,Yogyakarta,Android,0,0,1,3
1,5,181860.0,Makassar,Android,0,0,1,1
3,6,84320.0,Surabaya,iOS,1,1,0,4
0,9,59289.0,Yogyakarta,Web,1,0,0,0
3,7,155187.0,Bandung,Android,0,1,1,4
2,11,110338.0,Yogyakarta,Android,1,0,0,4
2,3,255660.0,Medan,iOS,1,0,1,2
1,15,154167.0,Surabaya,iOS,0,0,0,2
2,7,64368.0,Medan,Web,0,0,1,2
3,7,115558.0,Bandung,Android,0,1,1,3
1,10,171235.0,Yogyakarta,Android,0,0,1,1
1,13,152354.0,Makassar,Android,0,1,0,3
1,13,134691.0,Makassar,Android,0,1,1,0
2,5,139573.0,Surabaya,Android,1,1,0,4
2,7,275784.0,Surabaya,iOS,0,0,1,0
0,4,138101.0,Makassar,Android,1,1,0,1
4,11,239246.0,Surabaya,Android,0,1,1,4
2,8,96926.0,Jakarta,Android,0,1,1,1
4,0,144407.0,Medan,Android,0,1,0,5
2,3,143181.0,Jakarta,Android,0,1,1,3
2,7,143048.0,Yogyakarta,iOS,0,1,1,3
1,7,193591.0,Surabaya,Android,0,1,1,1
4,10,88302.0,Makassar,Android,0,0,0,6
1,4,124800.0,Yogyakarta,Android,0,0,0,2
2,6,114520.0,Jakarta,iOS,0,0,0,3
2,9,101735.0,Bandung,Android,0,0,1,2
1,4,170988.0,Makassar,iOS,0,0,1,1
4,6,177620.0,Medan,Android,0,1,1,5
0,10,126920.0,Medan,Android,0,0,0,2
2,8,122691.0,Makassar,Android,1,1,1,1
1,8,168840.0,Surabaya,Android,0,0,0,3
0,6,202188.0,Makassar,iOS,1,1,0,1
3,6,169692.0,Bandung,Android,0,1,1,3
2,8,200485.0,Medan,Android,0,1,0,4
0,8,170060.0,Jakarta,Android,0,1,1,0
1,9,95649.0,Jakarta,Web,0,0,0,3
4,7,172819.0,Surabaya,iOS,0,0,0,5
0,8,225401.0,Jakarta,iOS,0,1,0,1
2,9,123567.0,Bandung,Android,0,0,0,3
0,10,207547.0,Makassar,Android,0,0,0,1
3,2,136027.0,Medan,Web,0,0,0,5
1,12,277285.0,Makassar,Android,0,0,0,2
